latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
34.34951,-118.37947,312,0.53,0.42,2016-07-24,1003,N,VIIRS,n,1,293.5,2.9,0
34.34838,-118.37387,307.4,0.53,0.42,2016-07-24,1003,N,VIIRS,n,1,293.4,2,0
34.34309,-118.38737,309.3,0.53,0.42,2016-07-24,1003,N,VIIRS,n,1,293.6,1.6,0
34.34201,-118.38201,307.5,0.53,0.42,2016-07-24,1003,N,VIIRS,n,1,293.4,1.6,0
34.3339,-118.51974,304.1,0.52,0.42,2016-07-24,1003,N,VIIRS,n,1,291.2,0.9,2
34.32029,-118.51154,302,0.52,0.42,2016-07-24,1003,N,VIIRS,n,1,291.5,0.8,2
33.71335,-117.7101,303,0.39,0.44,2016-07-24,1004,N,VIIRS,n,1,291.6,0.3,2
33.61395,-117.82088,304.4,0.39,0.44,2016-07-24,1004,N,VIIRS,n,1,291,0.4,2
35.55604,-115.47116,337.5,0.57,0.69,2016-07-24,1943,N,VIIRS,l,1,308,5.8,2
34.33243,-118.36621,342.9,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,310.4,10,0
34.33912,-118.38631,344.5,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,315,12.2,0
34.33869,-118.39065,343,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,309.5,5.5,0
34.35298,-118.28909,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,317.4,15.9,0
34.35345,-118.28432,342.8,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,307.7,8.7,0
34.35161,-118.30312,352.7,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,314.3,11.6,0
34.35114,-118.30796,347.1,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,310.1,9.2,0
34.35642,-118.29844,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,320.3,30.4,0
34.35783,-118.28413,343.8,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,310.6,25.6,0
34.35688,-118.29377,354.7,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,321.4,49.4,0
34.35597,-118.30302,356.6,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,317.9,30.4,0
34.35549,-118.30792,349,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,313.5,14.2,0
34.35736,-118.28889,351.5,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,330.4,49.4,0
34.36264,-118.2794,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,319.4,25.6,0
34.36308,-118.27494,348.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,318.1,10,0
34.36221,-118.28385,356.6,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,319.9,25.6,0
34.36176,-118.2884,353.9,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,321.7,49.4,0
34.36129,-118.29318,350.7,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,325.3,49.4,0
34.36082,-118.298,355.8,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,317.3,30.4,0
34.34164,-118.38898,356.4,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,311.4,11.7,0
34.35363,-118.30602,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,317.1,22.3,0
34.35535,-118.28726,354.6,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,322.6,45,0
34.35491,-118.29205,355.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,320.1,45,0
34.35406,-118.30127,350.6,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,313.3,21.9,0
34.35886,-118.29635,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,318.7,33.7,0
34.35843,-118.30101,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,315.5,33.7,0
34.35975,-118.28669,355.8,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,322.2,54.6,0
34.35931,-118.2915,350.6,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,325.5,54.6,0
34.35799,-118.30575,353.8,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,313.1,16.2,0
34.36533,-118.27331,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,321.7,15.9,0
34.36278,-118.30095,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,318,33.7,0
34.36575,-118.26881,352,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,316.3,15.9,0
34.36493,-118.27773,356,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,329.4,50.2,0
34.36451,-118.28223,356.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,324.5,50.2,0
34.36409,-118.28676,354.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,317.5,54.6,0
34.36366,-118.29144,352.4,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,326.9,54.6,0
34.36322,-118.29619,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,327.2,33.7,0
34.36924,-118.27813,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,319.9,22.6,0
34.36835,-118.28773,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,315.8,39,0
34.3679,-118.29258,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,319.4,39,0
34.3567,-118.41293,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,310.7,16.5,0
34.37007,-118.26911,343.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,310,22,0
34.36965,-118.27369,355.8,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,323.8,22,0
34.3688,-118.28287,356.6,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,315,22.6,0
34.36746,-118.29733,355.7,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,315.4,47.2,0
34.37396,-118.27414,348.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,305.2,22,0
34.37353,-118.27879,347.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,307.8,22.6,0
34.37307,-118.28375,347.9,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,306.7,22.6,0
34.3726,-118.28878,356.6,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,322.8,39,0
34.37215,-118.29372,354.9,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,323,39,0
34.37641,-118.29464,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,310.1,18.7,0
34.36449,-118.42204,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,368,171.9,0
34.37686,-118.28975,351,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,308.3,18.7,0
34.37466,-118.31333,353,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,314.4,17.1,0
34.36497,-118.41692,355.7,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,324.9,115.3,0
34.36403,-118.42687,309.7,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,315,171.9,0
34.36932,-118.41649,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,316.9,115.3,0
34.36885,-118.42152,348.8,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,323.8,171.9,0
34.36838,-118.42651,367,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,329.1,171.9,0
34.37365,-118.41644,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,307.5,28.2,0
34.37318,-118.42141,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,311.9,44.4,0
34.37271,-118.4264,367,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,325.3,44.4,0
34.37795,-118.41669,356.5,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,306,28.2,0
34.37748,-118.42163,351.9,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,301.7,44.4,0
34.39819,-118.24791,344.4,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,313.5,49.9,0
34.39763,-118.25384,352.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,317.8,93.3,0
34.39666,-118.26415,345.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,312.3,55.3,0
34.39616,-118.26952,344.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,311.2,55.3,0
34.39568,-118.27459,353.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,311.4,27,0
34.39715,-118.25899,350.4,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,329.7,93.3,0
34.40201,-118.25365,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,337.5,93.3,0
34.40153,-118.25867,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,341.8,93.3,0
34.40107,-118.26365,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,341.3,55.3,0
34.3996,-118.27919,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,314.7,27,0
34.39915,-118.28396,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,318.5,36.6,0
34.40254,-118.24798,351.9,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,321.4,49.9,0
34.40008,-118.27418,353.7,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,323.4,27,0
34.40057,-118.26894,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,331.6,55.3,0
34.40546,-118.2632,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,339.6,89.8,0
34.40498,-118.26832,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,337.6,89.8,0
34.40401,-118.27862,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,327.2,137.8,0
34.40355,-118.28349,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,329.8,56.7,0
34.40308,-118.28844,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,318.4,56.7,0
34.40133,-118.30701,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,325.7,41.4,0
34.40693,-118.24773,346.8,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,308.5,49.2,0
34.4045,-118.27347,352.3,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,320.4,137.8,0
34.40174,-118.30273,356.3,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,314.4,41.4,0
34.40641,-118.25321,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,328.5,67.1,0
34.40593,-118.25828,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,329,67.1,0
34.40259,-118.29367,350.2,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,330,46.9,0
34.40215,-118.29837,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,327.4,46.9,0
34.40092,-118.31135,320.5,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,323.8,74.2,0
34.41034,-118.25776,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,305.8,67.1,0
34.40889,-118.27305,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,332.1,137.8,0
34.40842,-118.27807,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,367.1,137.8,0
34.40796,-118.28296,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,360,56.7,0
34.40697,-118.29341,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,318.8,46.9,0
34.41083,-118.25256,341.3,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,303.1,67.1,0
34.40985,-118.26292,346.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,304.9,89.8,0
34.40937,-118.26799,352.9,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,308,89.8,0
34.40649,-118.29841,349.4,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,312,46.9,0
34.40606,-118.30299,356.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,315.7,41.4,0
34.40749,-118.28798,354.3,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,333.3,56.7,0
34.41328,-118.27274,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,302.3,117.9,0
34.41282,-118.27763,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,336.2,117.9,0
34.41189,-118.28741,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,377.2,299.6,0
34.41138,-118.29276,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,333.5,208.9,0
34.41375,-118.26781,353.7,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,301.1,9.9,0
34.41088,-118.29802,351.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,312.7,208.9,0
34.41236,-118.28249,367,0.45,0.47,2016-07-24,2123,N,VIIRS,l,1,380,299.6,0
34.41764,-118.27273,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,299,117.9,0
34.41718,-118.27757,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,301.4,117.9,0
34.41672,-118.28243,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,303.7,299.6,0
34.41625,-118.28735,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,343.8,299.6,0
34.41575,-118.29262,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,368.2,208.9,0
34.41858,-118.26288,342.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,297.6,9.9,0
34.41811,-118.26785,353.2,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,297.6,9.9,0
34.42107,-118.28249,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,300.8,23.9,0
34.4206,-118.28743,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,302.3,23.9,0
34.42009,-118.29272,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,306,114.3,0
34.41957,-118.29819,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,343.6,114.3,0
34.42245,-118.26794,343.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,297.2,13.2,0
34.42199,-118.27278,344.3,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,298.7,11.4,0
34.42154,-118.27761,355.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,299.2,11.4,0
34.41903,-118.30376,356.7,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,321,115.2,0
34.4254,-118.28269,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,297.5,23.9,0
34.42493,-118.28764,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,299.1,23.9,0
34.42391,-118.29826,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,349.6,114.3,0
34.42338,-118.30378,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,343.8,115.2,0
34.42443,-118.29288,356.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,306.1,114.3,0
34.41575,-118.38323,348.9,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,320,18.9,0
34.41533,-118.38759,355.1,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,327.7,23,0
34.4149,-118.39208,346,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,314.1,23,0
34.42926,-118.28784,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,299.3,15.2,0
34.42877,-118.29306,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,304.8,151.4,0
34.42827,-118.29823,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,353.3,151.4,0
34.42777,-118.3034,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,343.9,180,0
34.42974,-118.28287,351.5,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,297.6,15.2,0
34.42726,-118.3087,351.8,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,320.2,180,0
34.42005,-118.3836,351.9,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,322.6,69.9,0
34.41917,-118.39265,346,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,314.1,50.7,0
34.42675,-118.31399,350.7,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,330.5,142.9,0
34.42627,-118.31902,367,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,332.5,142.9,0
34.41961,-118.38812,367,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,326.2,50.7,0
34.43362,-118.28792,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,298.9,15.2,0
34.43264,-118.29808,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,363.3,151.4,0
34.43216,-118.30304,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,362.9,180,0
34.43114,-118.3136,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,355.8,142.9,0
34.43063,-118.31883,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,335.1,142.9,0
34.43409,-118.28302,351.7,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,296.8,15.2,0
34.43313,-118.29301,356.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,306.7,151.4,0
34.43165,-118.30829,367,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,380,180,0
34.43795,-118.28814,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,298.5,29.3,0
34.43748,-118.29306,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,301.6,49.6,0
34.43653,-118.30285,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,357.3,190,0
34.43604,-118.30793,367,0.44,0.46,2016-07-24,2123,N,VIIRS,h,1,361.4,190,0
34.437,-118.29797,347.4,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,314.2,49.6,0
34.43507,-118.31802,347.3,0.44,0.46,2016-07-24,2123,N,VIIRS,n,1,309.2,116.2,0
34.44132,-118.29839,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,302.4,49.6,0
34.44085,-118.30323,367,0.45,0.47,2016-07-24,2123,N,VIIRS,h,1,307.9,190,0
34.44178,-118.29355,356.1,0.45,0.47,2016-07-24,2123,N,VIIRS,n,1,300.5,49.6,0
34.44037,-118.30817,315.7,0.44,0.46,2016-07-24,2123,N,VIIRS,l,1,320.1,190,0
36.34417,-121.81937,338.6,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,305.3,14.8,0
36.34715,-121.82594,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,317.3,14.8,0
36.34839,-121.81518,350.8,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,323.4,53.2,0
36.34777,-121.8205,353.9,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,317.9,14.8,0
36.34651,-121.83144,354.1,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,312.6,8.9,0
36.34589,-121.83685,337.2,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,310.5,8.9,0
36.35198,-121.8164,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,312.8,17.7,0
36.35136,-121.82175,344,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,315.4,10.2,0
36.35011,-121.8326,347.7,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,316,43.2,0
36.35497,-121.82278,353.6,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,307.4,10.2,0
36.3531,-121.83895,355,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,320.6,43.2,0
36.3574,-121.83403,335.3,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,305,13.2,0
36.35615,-121.84474,345,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,309.2,5.6,0
36.36173,-121.82877,339.8,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,298.1,11.5,0
36.38183,-121.84821,355.7,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,319.8,58,0
36.38842,-121.82376,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,349,235.4,0
36.38785,-121.8287,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,336.9,115,0
36.39986,-121.82167,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,322,75.9,0
36.39869,-121.83163,355,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,327.1,27,0
36.40352,-121.82226,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,347.3,200.7,0
36.40234,-121.83227,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,330.7,54.5,0
36.40414,-121.81705,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,297.4,44.6,0
36.40292,-121.82736,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,333.9,200.7,0
36.4066,-121.8278,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,365.6,200.7,0
36.40781,-121.81753,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,296.9,44.6,0
36.40601,-121.83276,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,338.7,54.5,0
36.4109,-121.82304,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,350.5,239.1,0
36.41031,-121.82806,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,366.2,239.1,0
36.40971,-121.83309,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,338.4,120.1,0
36.41211,-121.81281,367,0.48,0.4,2016-07-24,2123,N,VIIRS,l,1,294.9,192.5,0
36.4115,-121.81797,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,326.6,192.5,0
36.41515,-121.81861,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,344.7,192.5,0
36.41455,-121.82365,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,368.8,239.1,0
36.41338,-121.83363,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,357.4,120.1,0
36.41277,-121.83871,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,350.7,120.1,0
36.41396,-121.82865,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,339.4,239.1,0
36.41699,-121.8346,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,334.1,29.4,0
36.41817,-121.82458,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,335.4,115.8,0
36.41757,-121.82965,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,332.8,115.8,0
36.42119,-121.83055,354.2,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,349.6,115.8,0
36.4206,-121.83558,354.6,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,338.1,29.4,0
36.42001,-121.84054,355.1,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,325.5,29.4,0
36.42792,-121.83679,355,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,332.2,81.6,0
36.4273,-121.84194,355.3,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,335.8,81.6,0
36.43098,-121.84242,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,318,63.2,0
36.43162,-121.83709,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,327.6,63.2,0
36.42969,-121.85316,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,329.7,36.3,0
36.42909,-121.85821,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,330.8,17.5,0
36.43401,-121.84825,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,310.5,36.3,0
36.43334,-121.85381,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,336.2,36.3,0
36.43638,-121.85957,367,0.47,0.4,2016-07-24,2123,N,VIIRS,l,1,325.1,14.1,0
36.48219,-121.90569,354,0.47,0.4,2016-07-24,2123,N,VIIRS,n,1,309.5,13.1,0
36.48641,-121.90147,367,0.47,0.4,2016-07-24,2123,N,VIIRS,h,1,332.6,236.5,0
39.48792,-121.54337,325.3,0.47,0.4,2016-07-25,0943,N,VIIRS,n,1,294.8,1.4,0
39.03436,-122.11904,314.2,0.49,0.4,2016-07-25,0943,N,VIIRS,n,1,293.5,1.6,0
39.03063,-122.11973,302,0.49,0.4,2016-07-25,0943,N,VIIRS,n,1,291.2,0.7,0
38.15948,-122.56735,298.4,0.5,0.41,2016-07-25,0944,N,VIIRS,n,1,284.2,0.8,2
38.0726,-122.1399,304.9,0.48,0.4,2016-07-25,0944,N,VIIRS,n,1,293.8,1.2,2
38.07118,-122.14095,302.5,0.48,0.4,2016-07-25,0944,N,VIIRS,n,1,291.6,2.1,2
38.0052,-121.93565,305.4,0.47,0.4,2016-07-25,0944,N,VIIRS,n,1,291,0.7,2
38.01506,-122.11247,309.5,0.48,0.4,2016-07-25,0944,N,VIIRS,n,1,294.7,2.2,2
38.01823,-122.23576,300.2,0.49,0.4,2016-07-25,0944,N,VIIRS,n,1,287,0.5,2
37.45587,-121.92992,308.3,0.47,0.39,2016-07-25,0944,N,VIIRS,n,1,288.7,0.5,2
37.15544,-120.19846,329.8,0.41,0.37,2016-07-25,0944,N,VIIRS,n,1,295,8.7,0
37.31607,-122.09238,303.7,0.47,0.4,2016-07-25,0944,N,VIIRS,n,1,289.3,1.1,2
37.3162,-122.08922,302.7,0.47,0.4,2016-07-25,0944,N,VIIRS,n,1,288.7,0.8,2
37.18404,-121.67693,300.4,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,287.8,0.4,2
36.49606,-121.8993,325.7,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,290.3,2.2,0
36.49187,-121.89511,320.1,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,284.6,2.2,0
36.49311,-121.90505,313.3,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,291.7,2.6,0
36.49249,-121.90002,312.5,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,289,2.2,0
36.49022,-121.91122,329.3,0.46,0.39,2016-07-25,0944,N,VIIRS,n,1,286.4,4.5,0
36.48955,-121.90591,331.6,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,293.4,4.5,0
36.48891,-121.90082,301.9,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,288.5,0.9,0
36.4883,-121.89586,299,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,284.4,0.9,0
36.48245,-121.90784,301,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,284,0.8,0
36.44242,-121.85086,321.4,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,296.1,4.2,0
36.44182,-121.84607,342.8,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,299,6.5,0
36.43826,-121.84683,330.3,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,297.2,6.7,0
36.43766,-121.84203,324.3,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,293.4,6.7,0
36.43705,-121.83708,332.5,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,295.7,8.5,0
36.43885,-121.8516,319.4,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,296.1,3.7,0
36.43527,-121.85221,331.3,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,297.3,3.7,0
36.43467,-121.84742,335.5,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,299.2,6.7,0
36.43406,-121.84246,354.8,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,305.6,6.7,0
36.43343,-121.83738,367,0.45,0.39,2016-07-25,0944,N,VIIRS,h,1,309.2,8.5,0
36.4328,-121.83221,332.3,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,295.6,8.5,0
36.42982,-121.83771,329.1,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,297,6,0
36.42919,-121.83257,354,0.45,0.39,2016-07-25,0944,N,VIIRS,n,1,303.9,6,0
